,Weight Class,Victory Type (L),Victory Type (S),Winner Score,Loser Score,Winner First Name,Winner Last Name,Winner School (L),Winner School (S),Loser First Name,Loser Last Name,Loser School (L),Loser School (S),Unknown (Seed?),Round,Event Name,Event ID,Winner Full Name,Loser Full Name
103,152,Decision,Dec,10,3,Dimitri,Gamkielidze,Midwood-PSAL,MIPS,Markel,Browne,Grand Street Campus-PSAL,GSCP,9,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Dimitri Gamkielidze,Markel Browne
104,152,Decision,Dec,5,2,Jack,Reusing,Brooklyn Technical-PSAL,BTP,Markel,Browne,Grand Street Campus-PSAL,GSCP,9,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jack Reusing,Markel Browne
105,160,Technical Fall,TF,15,0,Adrian,Artsisheuskiy,Midwood-PSAL,MIPS,Medwin,Perez,Grand Street Campus-PSAL,GSCP,10,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Adrian Artsisheuskiy,Medwin Perez
106,195,Fall,Fall,0,0,Azamat,Davlyatov,James Madison-PSAL,JMP,Darryl,Harris,Grand Street Campus-PSAL,GSCP,13,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Azamat Davlyatov,Darryl Harris
107,195,Fall,Fall,0,0,Mohammad,Wara,Brooklyn Technical-PSAL,BTP,Darryl,Harris,Grand Street Campus-PSAL,GSCP,13,3rd Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Mohammad Wara,Darryl Harris
108,220,Fall,Fall,0,0,Muhamed,Diop,Martin L. King-PSAL,MLKP,Erison,Estevez,Grand Street Campus-PSAL,GSCP,14,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Muhamed Diop,Erison Estevez
109,220,Major Decision,MD,11,1,Daniel,Borisow,Brooklyn Technical-PSAL,BTP,Erison,Estevez,Grand Street Campus-PSAL,GSCP,14,Cons. Round 3,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Borisow,Erison Estevez
110,285,Fall,Fall,0,0,Emir,Mulic,Martin L. King-PSAL,MLKP,Aaron,Harris,Grand Street Campus-PSAL,GSCP,15,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Emir Mulic,Aaron Harris
111,195,Fall,Fall,0,0,Anthony,Cascen,Harry S Truman -PSAL,HSTP,Alan,Pinkhasov,Tottenville-PSAL,TOPS,13,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Anthony Cascen,Alan Pinkhasov
112,195,Fall,Fall,0,0,Anthony,Cascen,Harry S Truman -PSAL,HSTP,Davit,Abjandadze,Edward R. Murrow  - PSAL,ERMP,13,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Anthony Cascen,Davit Abjandadze
113,195,Fall,Fall,0,0,Anthony,Cascen,Harry S Truman -PSAL,HSTP,Mohammad,Wara,Brooklyn Technical-PSAL,BTP,13,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Anthony Cascen,Mohammad Wara
114,195,Decision,Dec,11,4,Anthony,Cascen,Harry S Truman -PSAL,HSTP,Azamat,Davlyatov,James Madison-PSAL,JMP,13,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Anthony Cascen,Azamat Davlyatov
115,138,Fall,Fall,0,0,Joseph,Perez,Martin L. King-PSAL,MLKP,Nelson,Velasquez,Herbert H Lehman-PSAL,HHLP,7,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,Nelson Velasquez
116,195,Decision,Dec,8,6,Mohammad,Wara,Brooklyn Technical-PSAL,BTP,Elijah,Thompson,Herbert H Lehman-PSAL,HHLP,13,Cons. Semis,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Mohammad Wara,Elijah Thompson
117,160,Technical Fall,TF,16,0,Adrian,Artsisheuskiy,Midwood-PSAL,MIPS,Luis,Lamboy,Hillcrest-PSAL,HIPS,10,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Adrian Artsisheuskiy,Luis Lamboy
118,195,Fall,Fall,0,0,Azamat,Davlyatov,James Madison-PSAL,JMP,Alejandro,Colon,Hillcrest-PSAL,HIPS,13,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Azamat Davlyatov,Alejandro Colon
119,160,Decision,Dec,2,1,Vincent,Chen,Brooklyn Technical-PSAL,BTP,Luis,Mejia,Jamaica  - PSAL,JAPS,10,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Vincent Chen,Luis Mejia
120,113,Fall,Fall,0,0,Joshua,Correa,Tottenville-PSAL,TOPS,Ogabek,Sheraliev,James Madison-PSAL,JMP,3,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joshua Correa,Ogabek Sheraliev
121,113,Fall,Fall,0,0,Mian,Hamid,Brooklyn Technical-PSAL,BTP,Ogabek,Sheraliev,James Madison-PSAL,JMP,3,7th Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Mian Hamid,Ogabek Sheraliev
122,120,Decision,Dec,8,10,Jalen,Yu,Brooklyn Technical-PSAL,BTP,Nicholas,Campanella,James Madison-PSAL,JMP,4,Cons. Round 2,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jalen Yu,Nicholas Campanella
123,138,Decision,Dec,2,6,Joseph,Perez,Martin L. King-PSAL,MLKP,David,Lindner,James Madison-PSAL,JMP,7,5th Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,David Lindner
124,145,Decision,Dec,5,1,Marquis,Larmond,Grand Street Campus-PSAL,GSCP,Marc,Kleyman,James Madison-PSAL,JMP,8,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Marquis Larmond,Marc Kleyman
125,160,Decision,Dec,5,1,Elijah,Perez,Martin L. King-PSAL,MLKP,Zafarbek,Erkinov,James Madison-PSAL,JMP,10,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Elijah Perez,Zafarbek Erkinov
126,195,Fall,Fall,0,0,Azamat,Davlyatov,James Madison-PSAL,JMP,Alejandro,Colon,Hillcrest-PSAL,HIPS,13,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Azamat Davlyatov,Alejandro Colon
127,195,Fall,Fall,0,0,Azamat,Davlyatov,James Madison-PSAL,JMP,Michael,Murray,Thomas Edison-PSAL,TEP,13,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Azamat Davlyatov,Michael Murray
128,195,Fall,Fall,0,0,Azamat,Davlyatov,James Madison-PSAL,JMP,Darryl,Harris,Grand Street Campus-PSAL,GSCP,13,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Azamat Davlyatov,Darryl Harris
129,195,Decision,Dec,4,11,Azamat,Davlyatov,James Madison-PSAL,JMP,Anthony,Cascen,Harry S Truman -PSAL,HSTP,13,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Azamat Davlyatov,Anthony Cascen
130,285,Fall,Fall,0,0,Daniel,Bogdanov,James Madison-PSAL,JMP,Antonio,Rodriguez,Harry S Truman -PSAL,HSTP,15,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Bogdanov,Antonio Rodriguez
131,285,Fall,Fall,0,0,Daniel,Bogdanov,James Madison-PSAL,JMP,Caleb,Williams,Metropolitan Campus - PSAL,MCP,15,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Bogdanov,Caleb Williams
132,285,Fall,Fall,0,0,Daniel,Bogdanov,James Madison-PSAL,JMP,Ryan,Kim,Benjamin Cardozo HS - PSAL,BCHP,15,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Bogdanov,Ryan Kim
133,285,Technical Fall,TF,21,6,Daniel,Bogdanov,James Madison-PSAL,JMP,Emir,Mulic,Martin L. King-PSAL,MLKP,15,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Bogdanov,Emir Mulic
134,145,Fall,Fall,0,0,Jobaer,Hossain,Brooklyn Technical-PSAL,BTP,Joseph,Perez,John Bowne-PSAL,JBP,8,Cons. Round 3,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jobaer Hossain,Joseph Perez
135,285,Fall,Fall,0,0,Emir,Mulic,Martin L. King-PSAL,MLKP,Yan,Litvak,John Dewey  - PSAL,JDP,15,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Emir Mulic,Yan Litvak
136,220,Fall,Fall,0,0,Alexander,Semenenko,McKee-Staten Island Tech-PSAL,MSIT,Donovan,Burgos,Kipp NYC College Prep - PSAL,KNCP,14,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Alexander Semenenko,Donovan Burgos
137,220,Decision,Dec,10,6,Daniel,Borisow,Brooklyn Technical-PSAL,BTP,Donovan,Burgos,Kipp NYC College Prep - PSAL,KNCP,14,Cons. Semis,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Borisow,Donovan Burgos
138,120,Fall,Fall,0,0,Jason,Myers,Martin L. King-PSAL,MLKP,Tyrone,Lawrence,AP Randolph-PSAL,ARP,4,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jason Myers,Tyrone Lawrence
139,120,Major Decision,MD,5,19,Jason,Myers,Martin L. King-PSAL,MLKP,Kevin,Castro,Susan Wagner-PSAL,SWP,4,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jason Myers,Kevin Castro
140,120,Fall,Fall,0,0,Isaias,Torres,Grand Street Campus-PSAL,GSCP,Jason,Myers,Martin L. King-PSAL,MLKP,4,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Isaias Torres,Jason Myers
141,132,Fall,Fall,0,0,Jerimah,Jackson,Martin L. King-PSAL,MLKP,Sean,Mclaughlin,Tottenville-PSAL,TOPS,6,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jerimah Jackson,Sean Mclaughlin
142,132,Decision,Dec,6,4,Jerimah,Jackson,Martin L. King-PSAL,MLKP,Ashtin,Reich,Benjamin Cardozo HS - PSAL,BCHP,6,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jerimah Jackson,Ashtin Reich
143,132,Decision,Dec,3,4,Jerimah,Jackson,Martin L. King-PSAL,MLKP,Daniel,Butavicius,Tottenville-PSAL,TOPS,6,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jerimah Jackson,Daniel Butavicius
144,132,Fall,Fall,0,0,Jerimah,Jackson,Martin L. King-PSAL,MLKP,Shakeeme,Thompson,Frank J. Macchiarola Edu Complex-PSAL,FJMEC,6,Cons. Semis,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jerimah Jackson,Shakeeme Thompson
145,132,Decision,Dec,3,10,Jerimah,Jackson,Martin L. King-PSAL,MLKP,Destan,Mcfarlane,Curtis-PSAL,CUPS,6,3rd Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jerimah Jackson,Destan Mcfarlane
146,138,Technical Fall,TF,16,1,Joseph,Perez,Martin L. King-PSAL,MLKP,Kevin,Clavijo,Aviation-PSAL,AVPS,7,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,Kevin Clavijo
147,138,Decision,Dec,5,2,Joseph,Perez,Martin L. King-PSAL,MLKP,Brian,Kalyuzhny,McKee-Staten Island Tech-PSAL,MSIT,7,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,Brian Kalyuzhny
148,138,Fall,Fall,0,0,Joseph,Perez,Martin L. King-PSAL,MLKP,Nelson,Velasquez,Herbert H Lehman-PSAL,HHLP,7,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,Nelson Velasquez
149,138,Technical Fall,TF,2,18,Joseph,Perez,Martin L. King-PSAL,MLKP,Max,Ebanks,Edward R. Murrow  - PSAL,ERMP,7,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,Max Ebanks
150,138,Decision,Dec,3,10,Joseph,Perez,Martin L. King-PSAL,MLKP,Stanley,Edouard,Grand Street Campus-PSAL,GSCP,7,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,Stanley Edouard
151,138,Decision,Dec,2,6,Joseph,Perez,Martin L. King-PSAL,MLKP,David,Lindner,James Madison-PSAL,JMP,7,5th Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,David Lindner
152,160,Decision,Dec,5,1,Elijah,Perez,Martin L. King-PSAL,MLKP,Zafarbek,Erkinov,James Madison-PSAL,JMP,10,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Elijah Perez,Zafarbek Erkinov
153,160,Decision,Dec,9,3,Elijah,Perez,Martin L. King-PSAL,MLKP,Josh,Indiviglio,Benjamin Cardozo HS - PSAL,BCHP,10,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Elijah Perez,Josh Indiviglio
154,160,Decision,Dec,10,5,Elijah,Perez,Martin L. King-PSAL,MLKP,Alexander,Shavishvili,Midwood-PSAL,MIPS,10,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Elijah Perez,Alexander Shavishvili
155,160,Decision,Dec,7,0,Adrian,Artsisheuskiy,Midwood-PSAL,MIPS,Elijah,Perez,Martin L. King-PSAL,MLKP,10,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Adrian Artsisheuskiy,Elijah Perez
156,182,Fall,Fall,0,0,Fabian,Rodriguez,Murry Bergtraum-PSAL,MBP,Victor,Urgiles,Martin L. King-PSAL,MLKP,12,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Fabian Rodriguez,Victor Urgiles
157,182,Fall,Fall,0,0,Victor,Urgiles,Martin L. King-PSAL,MLKP,Jeremiah,Paul,Gaynor Campus - PSAL,GCP,12,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Victor Urgiles,Jeremiah Paul
158,182,Fall,Fall,0,0,Victor,Urgiles,Martin L. King-PSAL,MLKP,Andrew,Gyamfi,Curtis-PSAL,CUPS,12,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Victor Urgiles,Andrew Gyamfi
159,182,Fall,Fall,0,0,Victor,Urgiles,Martin L. King-PSAL,MLKP,Saul,Abreu,Forest Hills HS - PSAL,FHHP,12,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Victor Urgiles,Saul Abreu
160,182,Fall,Fall,0,0,Victor,Urgiles,Martin L. King-PSAL,MLKP,John,Douveas,Francis Lewis-PSAL,FLP,12,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Victor Urgiles,John Douveas
161,195,Fall,Fall,0,0,Hui Cheng,Wu,Martin L. King-PSAL,MLKP,Eri,Dumesh,McKee-Staten Island Tech-PSAL,MSIT,13,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Hui Cheng Wu,Eri Dumesh
162,195,Fall,Fall,0,0,Hui Cheng,Wu,Martin L. King-PSAL,MLKP,Raul,Yanez,Queens  Complex-PSAL,QCP,13,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Hui Cheng Wu,Raul Yanez
163,220,Fall,Fall,0,0,Muhamed,Diop,Martin L. King-PSAL,MLKP,Youssouf,Kaba,Frederick Douglass Academy - PSAL,FDAP,14,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Muhamed Diop,Youssouf Kaba
164,220,Fall,Fall,0,0,Muhamed,Diop,Martin L. King-PSAL,MLKP,Erison,Estevez,Grand Street Campus-PSAL,GSCP,14,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Muhamed Diop,Erison Estevez
165,220,Fall,Fall,0,0,Muhamed,Diop,Martin L. King-PSAL,MLKP,Anekin,Salavarria,Metropolitan Campus - PSAL,MCP,14,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Muhamed Diop,Anekin Salavarria
166,220,Sudden Victory - 1,SV-1,7,5,Muhamed,Diop,Martin L. King-PSAL,MLKP,Alexander,Semenenko,McKee-Staten Island Tech-PSAL,MSIT,14,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Muhamed Diop,Alexander Semenenko
167,285,Fall,Fall,0,0,Emir,Mulic,Martin L. King-PSAL,MLKP,Yan,Litvak,John Dewey  - PSAL,JDP,15,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Emir Mulic,Yan Litvak
168,285,Fall,Fall,0,0,Emir,Mulic,Martin L. King-PSAL,MLKP,Edwin,Deleon,William C. Bryant-PSAL,WCBP,15,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Emir Mulic,Edwin Deleon
169,285,Fall,Fall,0,0,Emir,Mulic,Martin L. King-PSAL,MLKP,Aaron,Harris,Grand Street Campus-PSAL,GSCP,15,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Emir Mulic,Aaron Harris
170,285,Technical Fall,TF,21,6,Daniel,Bogdanov,James Madison-PSAL,JMP,Emir,Mulic,Martin L. King-PSAL,MLKP,15,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Bogdanov,Emir Mulic
171,106,Technical Fall,TF,15,0,Salvatore,Esposito,Tottenville-PSAL,TOPS,Eric,Fang,Maspeth - PSAL,MAPS,2,Champ. Round 2,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Salvatore Esposito,Eric Fang
172,106,Fall,Fall,0,0,James,Wong,Brooklyn Technical-PSAL,BTP,Eric,Fang,Maspeth - PSAL,MAPS,2,Cons. Semis,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,James Wong,Eric Fang
173,126,Fall,Fall,0,0,Kai,Yudelson,Brooklyn Technical-PSAL,BTP,Kalo,Shuke,Maspeth - PSAL,MAPS,5,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Kai Yudelson,Kalo Shuke
174,145,Technical Fall,TF,18,1,Marquis,Larmond,Grand Street Campus-PSAL,GSCP,Joshua,Diaz,Maspeth - PSAL,MAPS,8,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Marquis Larmond,Joshua Diaz
175,145,Decision,Dec,9,2,Jobaer,Hossain,Brooklyn Technical-PSAL,BTP,Joshua,Diaz,Maspeth - PSAL,MAPS,8,Cons. Round 2,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jobaer Hossain,Joshua Diaz
176,138,Decision,Dec,5,2,Joseph,Perez,Martin L. King-PSAL,MLKP,Brian,Kalyuzhny,McKee-Staten Island Tech-PSAL,MSIT,7,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Joseph Perez,Brian Kalyuzhny
177,145,Fall,Fall,0,0,Marquis,Larmond,Grand Street Campus-PSAL,GSCP,Matthew,Cherny,McKee-Staten Island Tech-PSAL,MSIT,8,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Marquis Larmond,Matthew Cherny
178,152,Fall,Fall,0,0,Dimitri,Gamkielidze,Midwood-PSAL,MIPS,Mitchell,Calderella,McKee-Staten Island Tech-PSAL,MSIT,9,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Dimitri Gamkielidze,Mitchell Calderella
179,195,Fall,Fall,0,0,Hui Cheng,Wu,Martin L. King-PSAL,MLKP,Eri,Dumesh,McKee-Staten Island Tech-PSAL,MSIT,13,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Hui Cheng Wu,Eri Dumesh
180,195,Decision,Dec,3,2,Mohammad,Wara,Brooklyn Technical-PSAL,BTP,Eri,Dumesh,McKee-Staten Island Tech-PSAL,MSIT,13,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Mohammad Wara,Eri Dumesh
181,220,Fall,Fall,0,0,Alexander,Semenenko,McKee-Staten Island Tech-PSAL,MSIT,Lovepreet,Singh,Aviation-PSAL,AVPS,14,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Alexander Semenenko,Lovepreet Singh
182,220,Fall,Fall,0,0,Alexander,Semenenko,McKee-Staten Island Tech-PSAL,MSIT,Donovan,Burgos,Kipp NYC College Prep - PSAL,KNCP,14,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Alexander Semenenko,Donovan Burgos
183,220,Sudden Victory - 1,SV-1,7,5,Muhamed,Diop,Martin L. King-PSAL,MLKP,Alexander,Semenenko,McKee-Staten Island Tech-PSAL,MSIT,14,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Muhamed Diop,Alexander Semenenko
184,99,Technical Fall,TF,19,4,Jared,Apellaniz,Metropolitan Campus - PSAL,MCP,Danyal,Affreedi,Susan Wagner-PSAL,SWP,1,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jared Apellaniz,Danyal Affreedi
185,99,Fall,Fall,0,0,Jared,Apellaniz,Metropolitan Campus - PSAL,MCP,Anthony,Serkov,Edward R. Murrow  - PSAL,ERMP,1,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jared Apellaniz,Anthony Serkov
186,99,Technical Fall,TF,15,0,Jacob,Levin,Tottenville-PSAL,TOPS,Jared,Apellaniz,Metropolitan Campus - PSAL,MCP,1,Champ. Round 4,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jacob Levin,Jared Apellaniz
187,170,Decision,Dec,12,10,Adrian,Criollo,Brooklyn Technical-PSAL,BTP,Nicholas,Sotir,Metropolitan Campus - PSAL,MCP,11,Champ. Round 1,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Adrian Criollo,Nicholas Sotir
188,220,Decision,Dec,12,13,Daniel,Borisow,Brooklyn Technical-PSAL,BTP,Anekin,Salavarria,Metropolitan Campus - PSAL,MCP,14,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Borisow,Anekin Salavarria
189,220,Fall,Fall,0,0,Muhamed,Diop,Martin L. King-PSAL,MLKP,Anekin,Salavarria,Metropolitan Campus - PSAL,MCP,14,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Muhamed Diop,Anekin Salavarria
190,285,Fall,Fall,0,0,Daniel,Bogdanov,James Madison-PSAL,JMP,Caleb,Williams,Metropolitan Campus - PSAL,MCP,15,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Daniel Bogdanov,Caleb Williams
191,152,Fall,Fall,0,0,Dimitri,Gamkielidze,Midwood-PSAL,MIPS,Jayden,Tavares,Townsend Harris-PSAL,THP,9,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Dimitri Gamkielidze,Jayden Tavares
192,152,Fall,Fall,0,0,Dimitri,Gamkielidze,Midwood-PSAL,MIPS,Sebastian,Mosquera,Benjamin Cardozo HS - PSAL,BCHP,9,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Dimitri Gamkielidze,Sebastian Mosquera
193,152,Fall,Fall,0,0,Dimitri,Gamkielidze,Midwood-PSAL,MIPS,Mitchell,Calderella,McKee-Staten Island Tech-PSAL,MSIT,9,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Dimitri Gamkielidze,Mitchell Calderella
194,152,Fall,Fall,0,0,Dimitri,Gamkielidze,Midwood-PSAL,MIPS,Christopher,Rodriguez,Tottenville-PSAL,TOPS,9,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Dimitri Gamkielidze,Christopher Rodriguez
195,152,Decision,Dec,10,3,Dimitri,Gamkielidze,Midwood-PSAL,MIPS,Markel,Browne,Grand Street Campus-PSAL,GSCP,9,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Dimitri Gamkielidze,Markel Browne
196,152,Decision,Dec,14,9,Jack,Reusing,Brooklyn Technical-PSAL,BTP,Dimitri,Gamkielidze,Midwood-PSAL,MIPS,9,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Jack Reusing,Dimitri Gamkielidze
197,160,Decision,Dec,2,5,Vincent,Chen,Brooklyn Technical-PSAL,BTP,Alexander,Shavishvili,Midwood-PSAL,MIPS,10,Quarterfinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Vincent Chen,Alexander Shavishvili
198,160,Decision,Dec,10,5,Elijah,Perez,Martin L. King-PSAL,MLKP,Alexander,Shavishvili,Midwood-PSAL,MIPS,10,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Elijah Perez,Alexander Shavishvili
199,160,Fall,Fall,0,0,Adrian,Artsisheuskiy,Midwood-PSAL,MIPS,Adrian,Abella,Susan Wagner-PSAL,SWP,10,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Adrian Artsisheuskiy,Adrian Abella
200,160,Technical Fall,TF,16,0,Adrian,Artsisheuskiy,Midwood-PSAL,MIPS,Luis,Lamboy,Hillcrest-PSAL,HIPS,10,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Adrian Artsisheuskiy,Luis Lamboy
201,160,Technical Fall,TF,15,0,Adrian,Artsisheuskiy,Midwood-PSAL,MIPS,Medwin,Perez,Grand Street Campus-PSAL,GSCP,10,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Adrian Artsisheuskiy,Medwin Perez
202,160,Decision,Dec,7,0,Adrian,Artsisheuskiy,Midwood-PSAL,MIPS,Elijah,Perez,Martin L. King-PSAL,MLKP,10,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Adrian Artsisheuskiy,Elijah Perez
203,182,Fall,Fall,0,0,Fabian,Rodriguez,Murry Bergtraum-PSAL,MBP,Victor,Urgiles,Martin L. King-PSAL,MLKP,12,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Fabian Rodriguez,Victor Urgiles
204,182,Decision,Dec,4,2,Fabian,Rodriguez,Murry Bergtraum-PSAL,MBP,Joseph,Appugliese,Tottenville-PSAL,TOPS,12,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Fabian Rodriguez,Joseph Appugliese
205,182,Fall,Fall,0,0,Fabian,Rodriguez,Murry Bergtraum-PSAL,MBP,Jeremy,Larrea,William C. Bryant-PSAL,WCBP,12,,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Fabian Rodriguez,Jeremy Larrea
206,182,Major Decision,MD,0,9,Fabian,Rodriguez,Murry Bergtraum-PSAL,MBP,Andrew,Grechko,Brooklyn Technical-PSAL,BTP,12,1st Place Match,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Fabian Rodriguez,Andrew Grechko
207,126,Decision,Dec,9,7,Kai,Yudelson,Brooklyn Technical-PSAL,BTP,Mykyta,Khremli,New Utrecht-PSAL,NUP,5,Semifinals,PSAL-D1 WRESTLING CHAMPIONSHIPS,4998201132,Kai Yudelson,Mykyta Khremli
